tradeCreatedAt,orderId,symbol,side,price,size,funds,fee,liquidity,feeCurrency,orderType
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,3577.308,0.684625205,0.000684625,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,29676.571,5.679502158,0.005679502,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,4751.864,0.909411732,0.000909412,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,8138.6287,1.557570761,0.001557571,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,33761.8581,6.461344403,0.006461344,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,2414.4939,0.462109988,0.00046211,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,10431.4663,1.996478335,0.001996478,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,2155.5959,0.412559499,0.000412559,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,156405.4387,29.93443691,0.029934437,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,3703.21,0.708757362,0.000708757,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,1434.6678,0.27458107,0.000274581,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,616919.6139,118.0784141,0.118078414,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,4570.2964,0.874754731,0.000874755,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,11645.2143,2.228894017,0.002228894,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,6424.8935,1.229724616,0.001229725,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,22576.1082,4.321067109,0.004321067,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,5446.8568,1.042528392,0.001042528,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,25308.9716,4.844137164,0.004844137,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,64895.7096,12.42103882,0.012421039,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,9764.9119,1.869004138,0.001869004,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,4280.3704,0.819262895,0.000819263,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,3340.3289,0.639338951,0.000639339,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,1455.5913,0.278600175,0.0002786,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,1651.2542,0.316050054,0.00031605,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,2912.0921,0.557374428,0.000557374,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,692888.4319,132.6188459,0.132618846,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019141,4553.9114,0.871664181,0.000871664,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019141,30190.7706,5.778815401,0.005778815,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019143,9922.0044,1.899369302,0.001899369,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019143,130625.6785,25.00567364,0.025005674,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,876549.8342,167.8067003,0.1678067,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,10899.2359,2.086549721,0.00208655,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,1902.8519,0.364281968,0.000364282,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,8411.6019,1.610317068,0.001610317,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,3226.1037,0.617605292,0.000617605,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,1052.7365,0.201535876,0.000201536,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,8405.5811,1.609164446,0.001609164,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,66578.4616,12.74578069,0.012745781,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,6487.8678,1.242037412,0.001242037,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,5281.1933,1.011084457,0.001011084,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,27879.1095,5.337455514,0.005337456,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,2423.7854,0.464033715,0.000464034,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,11939.5366,2.285824282,0.002285824,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,31340.0688,6.000056172,0.006000056,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,23032.0487,4.409485724,0.004409486,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,2399.8821,0.459457428,0.000459457,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,8868.2264,1.697821944,0.001697822,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,1659.606,0.317748165,0.000317748,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,3836.1065,0.73446095,0.000734461,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,9838.9346,1.883762419,0.001883762,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,9616.461,1.841167623,0.001841168,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,6738.4209,1.29020545,0.001290205,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,2052.7296,0.393036137,0.000393036,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,3578.8978,0.685251562,0.000685252,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,4455.6938,0.853131692,0.000853132,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,12536.3956,2.400343666,0.002400344,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,6516.4821,1.247710828,0.001247711,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,4127.275,0.790249344,0.000790249,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,4069.585,0.77920344,0.000779203,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,109859.3059,21.0347613,0.021034761,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,5676.2944,1.086840089,0.00108684,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,7384.2367,1.413859801,0.00141386,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,4349.1935,0.832783571,0.000832784,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,2036.882,0.390022165,0.000390022,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,30515.7169,5.843149472,0.005843149,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,3955.7143,0.757440174,0.00075744,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,2510.5155,0.480713508,0.000480714,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,156364.1551,29.94060842,0.029940608,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,10017.6271,1.918175237,0.001918175,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,4232.8315,0.810502576,0.000810503,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,3281.555,0.628352151,0.000628352,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,3707.6178,0.709934656,0.000709935,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,39642.5644,7.590758231,0.007590758,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019149,21496.3961,4.116344889,0.004116345,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019149,8946.5453,1.713173959,0.001713174,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019149,1526.962,0.292397953,0.000292398,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,7291.8789,1.396394809,0.001396395,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,14741.5459,2.82300604,0.002823006,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,34622.2649,6.630163728,0.006630164,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,5000,0.9575,0.0009575,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,27555.7251,5.276921357,0.005276921,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,7094.3141,1.35856115,0.001358561,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019151,33773.8831,6.468036352,0.006468036,taker,USDT,market
10/29/22 22:48,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024158,3512522.155,848.5551023,0.848555102,taker,USDT,market
10/29/22 22:48,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024154,414003.7048,99.99845486,0.099998455,taker,USDT,market
10/29/22 22:48,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024154,200000,48.308,0.048308,taker,USDT,market
10/29/22 22:48,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024153,394028.0585,95.16959697,0.095169597,taker,USDT,market
10/29/22 22:48,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024152,200000,48.304,0.048304,taker,USDT,market
10/25/22 0:43,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022962,3065241.028,703.8406448,0.703840645,taker,USDT,market
10/25/22 0:43,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022963,473084.8462,108.6344732,0.108634473,taker,USDT,market
10/25/22 0:43,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022964,473084.8462,108.6392041,0.108639204,taker,USDT,market
10/25/22 0:43,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022967,961383.0553,220.8008463,0.220800846,taker,USDT,market
