tradeCreatedAt,orderId,symbol,side,price,size,funds,fee,liquidity,feeCurrency,orderType,
2022-10-25 00:43:59,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022964,473084.8462,108.639204081368,0.108639204081368,taker,USDT,market,
2022-10-25 00:43:59,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022967,961383.0553,220.800846310751,0.220800846310751,taker,USDT,market,
2022-10-25 00:43:59,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.0002297,3060.248,0.7029389656,0.0007029389656,taker,USDT,market,
2022-10-24 18:55:33,63566f25f7d1e7000143e2aa,LUNC-USDT,buy,0.00023394,4975854.0234,1164.051290234196,1.164051290234196,taker,USDT,market,
2022-10-24 18:26:35,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023386,3387141.822,792.11698649292,0.79211698649292,taker,USDT,market,
2022-10-24 18:26:35,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023387,465782.8983,108.932646425421,0.108932646425421,taker,USDT,market,
2022-10-24 18:26:35,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023387,468699.2253,109.614687820911,0.109614687820911,taker,USDT,market,
2022-10-24 18:26:35,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023388,465782.8983,108.937304254404,0.108937304254404,taker,USDT,market,
2022-10-24 18:26:35,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.0002339,200000,46.78,0.04678,taker,USDT,market,
2022-10-21 02:06:24,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.85,0.7197005,922.548085925,0,taker,USDT,market,
2022-10-21 02:06:24,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.84,0.0131596,16.868501664,0,taker,USDT,market,
2022-10-21 02:06:24,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.77,0.1961,251.355097,0,taker,USDT,market,
2022-10-21 02:06:24,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.75,0.0123,15.765525,0,taker,USDT,market,
2022-10-21 02:06:24,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.71,0.0000042,0.005383182,0,taker,USDT,market,
2022-10-21 02:04:11,63518d9b3498650001114aec,LUNC-USDT,sell,0.00024216,43378.6328,10.504569718848,0.010504569718848,taker,USDT,market,
2022-10-21 02:04:11,63518d9b3498650001114aec,LUNC-USDT,sell,0.00024216,4944028.2113,1197.245871648408,1.197245871648408,taker,USDT,market,
2022-10-02 10:14:30,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,58798.0997,19.392789243054,0.019392789243054,maker,USDT,limit,
2022-10-02 10:14:30,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,2000000,659.64,0.65964,maker,USDT,limit,
2022-10-02 10:14:30,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,379000,125.00178,0.12500178,maker,USDT,limit,
2022-10-02 10:14:29,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,1000000,329.82,0.32982,maker,USDT,limit,
2022-10-02 10:14:29,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,2000000,659.64,0.65964,maker,USDT,limit,
2022-10-02 10:14:28,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,454000,149.73828,0.14973828,maker,USDT,limit,
